web_scraper_order,web_scraper_start_url,pagination,data,data2,rating,data3,data4,price,data12,data17
"1786479873-597","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2026 Ford RANGER 2.0 Single Cab (ปี 22-28) Flat Bed Pickup...","ไมล์แท้ 36 KM Special Model รุ่น SWB (Short Wheelbase) ตัวรถ Start Warranty วันที่ ...","Ford RANGER","36 กม.","กรุงเทพมหานคร","699,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-598","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2017 BMW 528i 2.0 F10 (ปี 10-16) Luxury Sedan - AT","528i Luxury Model LCI แท้สามารถเช็กเลขตัวถังได้ ไมล์แท้ 163,xxx KM เท่านั้น (วิ่งน้อยมาก) ...","","163105 กม.","กรุงเทพมหานคร","529,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-599","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2019 BMW 530e 2.0 G30 (ปี 17-22) M Sport Sedan - AT","530e M Sport (Top ที่สุดของ 530e) ไมล์แท้ ตัวรถออกจากศูนย์ BMW Millennium Auto (พระราม3) ...","","152299 กม.","กรุงเทพมหานคร","759,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-600","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2023 BMW 530e 2.0 G30 (ปี 17-22) Luxury Sedan - AT","ไมล์แท้ 77,xxx KM 530e Luxury Model G30 LCI (Minorchange รุ่นสุดท้ายของ Model G30) มี ...","","77924 กม.","กรุงเทพมหานคร","1,150,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-601","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2022 BMW 530e 2.0 G30 (ปี 17-22) Elite Sedan - AT","BMW 530e Elite ไมล์แท้ Model G30 LCI (Minorchange รุ่นสุดท้ายของ Model G30) มาพร้อม BSI ...","","119455 กม.","กรุงเทพมหานคร","899,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-602","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2018 BMW 520d 2.0 G30 (ปี 17-22) Sport Sedan - AT","520d Sport Model G30 ไมล์แท้ 131,xxx KM เครื่องยนต์ดีเซลประหยัดน้ำมัน ทนทานสูง ...","BMW 520d","131822 กม.","กรุงเทพมหานคร","899,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-603","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2023 BMW 520d 2.0 G30 (ปี 17-22) M Sport Sedan - AT","ไมล์แท้ รุ่น 520d M Sport (Top ที่สุดเครื่องดีเซล) Model G30 LCI (Minorchange) ...","BMW 520d","135949 กม.","กรุงเทพมหานคร","1,450,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-604","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2021 BMW 520d 2.0 G30 (ปี 17-22) M Sport Sedan - AT","520d M Sport (Top ที่สุดเครื่องยนต์ดีเซล) Model G30 LCI (Minorchange) ไมล์แท้ พร้อมสีเทา ...","BMW 520d","117461 กม.","กรุงเทพมหานคร","1,290,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-605","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2021 BMW 330Li 2.0 G28 (ปี 21-26) M Sport Sedan - AT","330Li M Sport (TOP ที่สุดของ Model G28) ไมล์แท้ Model G28 รุ่นตัวถังยาว ...","","99360 กม.","กรุงเทพมหานคร","1,100,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-606","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2019 BMW 530e 2.0 G30 (ปี 17-22) M Sport Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","55 - 60K กม.","กรุงเทพมหานคร","819,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-607","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2021 Mercedes-Benz GLC300 2.0 W253 (ปี 15-22) e 4MATIC AMG...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","105 - 110K กม.","กรุงเทพมหานคร","1,190,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-608","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2026 Mercedes-Benz A200 1.3 W177 (ปี 19-25) AMG Dynamic Se...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","20 - 25K กม.","กรุงเทพมหานคร","1,350,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-609","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2022 BMW X1 2.0 F48 (ปี 16-20) sDrive20d M Sport SUV","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","BMW X1","20 - 25K กม.","กรุงเทพมหานคร","1,090,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-610","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2017 Mercedes-Benz E220 2.0 W213 (ปี 16-23) d Avantgarde S...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Mercedes-Benz E220","180 - 185K กม.","กรุงเทพมหานคร","699,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-611","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2022 BMW 320Li 2.0 G28 (ปี 21-26) Luxury Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","55 - 60K กม.","กรุงเทพมหานคร","1,059,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-612","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2016 Toyota CAMRY 2.5 (ปี 12-18) Hybrid Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Toyota CAMRY","135 - 140K กม.","กรุงเทพมหานคร","399,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-613","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2019 Volvo XC90 2.0 (ปี 16-26) T8 R-Design SUV","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Volvo XC90","125 - 130K กม.","กรุงเทพมหานคร","890,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-614","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2020 Mercedes-Benz S560 3.0 W222 (ปี 13-21) e AMG Premium ...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","125 - 130K กม.","กรุงเทพมหานคร","1,790,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-615","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2020 Mercedes-Benz E300 2.0 W213 (ปี 16-23) e AMG Dynamic ...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Mercedes-Benz E300","155 - 160K กม.","กรุงเทพมหานคร","799,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-616","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2021 Mercedes-Benz GLC220 2.0 W253 (ปี 15-22) d 4MATIC AMG...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","195 - 200K กม.","กรุงเทพมหานคร","1,090,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-617","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2020 Mazda CX-30 2.0 (ปี 20-26) SP SUV - AT","✅Contact LINE @sitauto (มี@) | 60,xxx km รุ่นท็อปSP มือเดียว โฉมล่าสุด รถสวย สภาพดี ...","","59019 กม.","กรุงเทพมหานคร","529,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-618","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2009 BMW 325i 2.5 E92 (ปี 05-13) Sport Coupe - AT","BMW 325i COUPE E92 ไมล์แท้ 78,xxx KM เท่านั้น สเปก Top ที่สุดที่ BMW Thailand ...","","78284 กม.","กรุงเทพมหานคร","699,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-619","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2023 BMW X1 2.0 F48 (ปี 16-20) sDrive20d xLine SUV","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","BMW X1","35 - 40K กม.","กรุงเทพมหานคร","990,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-620","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2019 Volvo XC90 2.0 (ปี 16-26) T8 R-Design SUV - AWD","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Volvo XC90","125 - 130K กม.","กรุงเทพมหานคร","890,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-621","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2021 Mercedes-Benz C300 2.0 W205 (ปี 14-22) e AMG Sport Se...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Mercedes-Benz C300","65 - 70K กม.","กรุงเทพมหานคร","899,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-622","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2010 Toyota HILUX VIGO 2.5 Double Cab (ปี 08-11) E Prerunn...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Toyota HILUX VIGO","135 - 140K กม.","กรุงเทพมหานคร","285,000 บาท","มือสอง","เกียร์ธรรมดา"
"1786479879-623","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2025 BMW 220i 2.0 F44 (ปี 20-27) Gran M Sport Coupe","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","30 - 35K กม.","กรุงเทพมหานคร","1,090,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479879-624","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=83&page_size=26","2011 Toyota HIACE 2.5 Commuter (ปี 05-19) D4D Van","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Toyota HIACE","280 - 285K กม.","กรุงเทพมหานคร","419,000 บาท","มือสอง","เกียร์ธรรมดา"
