web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,price,rating,data15,data22
"1786480387-47","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","","2014 Ford RANGER 2.2 Open Cab (ปี 12-15) XLT Hi-Rider Pick...","FORD RANGER 2.2 XLT OPEN CAB MT 2014 ออกรถ 0 บาท รหัส 6B467 Line: ID @bbcar06 ...","160 - 165K กม.","กรุงเทพมหานคร","","Ford RANGER","","เกียร์ธรรมดา"
"1786480387-48","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","","2007 Toyota FORTUNER 3.0 (ปี 04-08) V SUV - 4WD AT","เพิ่งทำการเช็คสภาพรถ ไม่มีการเกิดอุบัติเหตุ สภาพยางยังดีอยู่","379300 กม.","นครปฐม","285,000 บาท","Toyota FORTUNER","มือสอง","เกียร์อัตโนมัติ"
"1786480387-49","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","","2019 Toyota ALPHARD 2.5 (ปี 15-23) Hybrid SR C-Package E-F...","Toyota Alphard 2.5hv ปี2019 รุ่นท็อปสุด รถศูนย์ไทย ประกันแบตเตอรี่ 10 ปี สภาพใหม่ ไมล์ ...","120 - 125K กม.","กรุงเทพมหานคร","1,550,000 บาท","Toyota ALPHARD","มือสอง","เกียร์อัตโนมัติ"
"1786480387-50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","","2020 Ford RANGER 2.2 Open Cab (ปี 15-21) XL+ Sport Hi-Ride...","สภาพยอดเยี่ยม เลขไมล์ต่ำ สภาพยางยังดีอยู่","50814 กม.","จันทบุรี","300,000 บาท","Ford RANGER","มือสอง","เกียร์ธรรมดา"
"1786480392-51","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2018 Mercedes-Benz E350 2.0 W213 (ปี 16-23) e Avantgarde S...","📌เปลี่ยนโช๊คถุงลมคู่หน้ามาแล้ว 📌ยาง Michelin เพิ่งเปลี่ยนมค.2026 📌ประกันรถชั้น1 ...","185 - 190K กม.","ปทุมธานี","699,000 บาท","Mercedes-Benz E350","มือสอง","เกียร์อัตโนมัติ"
"1786480392-52","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2013 Subaru XV 2.0 (ปี 12-16) SUV - AWD AT","ขาย","215 - 220K กม.","กรุงเทพมหานคร","200,000 บาท","Subaru XV","มือสอง","เกียร์อัตโนมัติ"
"1786480392-53","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2017 Mercedes-Benz C350 2.0 W205 (ปี 14-22) e Avantgarde S...","MERCEDES BENZ C350e AVANTGARDE สีดำ เลขไมล์เพียง 90,335 รถสวยสุด เซอร์วิสศูนย์ทุกระยะ ...","90 - 95K กม.","ขอนแก่น","559,000 บาท","Mercedes-Benz C350","มือสอง","เกียร์อัตโนมัติ"
"1786480392-54","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2011 Chevrolet CAPTIVA 2.4 (ปี 11-16) LSX SUV - AT","รถบ้านผู้หญิงขับคนเดียว,ไม่เคยโดนชน, เข้าศูนย์ตลอด","221753 กม.","นนทบุรี","249,000 บาท","Chevrolet CAPTIVA","มือสอง","เกียร์อัตโนมัติ"
"1786480392-55","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2018 Toyota VIOS 1.5 (ปี 17-22) G Sedan","🚗 [ขาย] หล่อ สปอร์ต ประหยัดขั้นสุด! Toyota Vios 1.5 G Auto (Gen 3 Minorchange) ปี 2018 ...","195 - 200K กม.","กรุงเทพมหานคร","239,000 บาท","Toyota VIOS","มือสอง","เกียร์อัตโนมัติ"
"1786480392-56","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2023 Honda HR-V 1.5 (ปี 22-28) e:HEV RS SUV - e HEV RS AT ...","For sale: my beloved Honda HR-V RS. Now in Phuket. Car under company name. Price: 750,000 ...","85 - 90K กม.","ภูเก็ต","750,000 บาท","Honda HR-V","มือสอง","เกียร์อัตโนมัติ"
"1786480392-57","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2000 Mercedes-Benz C180 1.8 W202 (ปี 93-00) Sedan - AT","สภาพยอดเยี่ยม เลขไมล์ต่ำ เพิ่งทำการเช็คสภาพรถ มีประวัติการเข้าศูนย์บริการ ...","70 - 75K กม.","กรุงเทพมหานคร","220,000 บาท","","มือสอง","เกียร์อัตโนมัติ"
"1786480392-58","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2021 Toyota HILUX REVO 2.8 Single Cab Entry Pickup - 4WD  ...","ไม่ต้องเสียเวลาแต่งเอง! Revo ตอนเดียว ขับ 4 ปี 21 ได้ชุดแต่งออฟโรดฟรี 5 หมื่นบาท 🛠️💎 ...","145 - 150K กม.","สุราษฎร์ธานี","599,000 บาท","Toyota HILUX REVO","มือสอง","เกียร์ธรรมดา"
"1786480392-59","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2024 Honda City 1.0 (ปี 19-26) SV Sedan","สปอร์ตแฮทช์แบ็ก 5 ประตูสีเทาดำสุดเท่ ขุมพลังเทอร์โบ 1.0 ลิตร แรงเร้าใจ ...","50 - 55K กม.","สุราษฎร์ธานี","479,000 บาท","Honda City","มือสอง","เกียร์อัตโนมัติ"
"1786480392-60","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2023 Isuzu D-MAX 1.9 Space Cab (ปี 19-26) X-Series Speed P...","ISUZU D-MAX 1.9 X-SERIES SPACECAB MT 2023 ออกรถ 0 บาท รหัส 6B795 Line: ID @bbcar06 ...","85 - 90K กม.","กรุงเทพมหานคร","","Isuzu D-MAX","","เกียร์ธรรมดา"
"1786480392-61","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2017 Toyota CAMRY 2.5 (ปี 12-18) Hybrid Sedan","Toyota Camry 2.5 Hybrid Premium 2017 สีขาว – ตัวท็อป Hybrid ออฟชั่นแน่นสุดๆ ราคา ...","200 - 205K กม.","กรุงเทพมหานคร","459,000 บาท","Toyota CAMRY","มือสอง","เกียร์อัตโนมัติ"
"1786480392-62","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2018 Honda CIVIC 1.8 FC (ปี 16-20) EL Sedan","Honda Civic FC 1.8 EL 2018 สีดำ – รถบ้านประวัติสวย น่าใช้มาก ราคา 429,000.- ✨ เครดิตดี ...","160 - 165K กม.","กรุงเทพมหานคร","","Honda CIVIC","","เกียร์อัตโนมัติ"
"1786480392-63","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2023 Ford RANGER 2.0 Open Cab (ปี 22-28) XL Pickup","FORD RANGER, 2.0 TURBO XL OPEN CAB MT 2023 ออกรถ 0 บาท จัดได้ 374,000 บ. Line:@bbcar06 ...","50 - 55K กม.","กรุงเทพมหานคร","","Ford RANGER","","เกียร์ธรรมดา"
"1786480392-64","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2022 Mercedes-Benz C220 2.0 W205 (ปี 14-22) d AMG Dynamic ...","เครื่องยนต์ดีเซล 2.0 ลิตร 194 แรงม้า รถออกศูนย์ Benz Thailand เบาะสีแดง -เกียร์อัตโนมัติ ...","138362 กม.","กรุงเทพมหานคร","1,080,000 บาท","","มือสอง","เกียร์อัตโนมัติ"
"1786480392-65","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2018 Mercedes-Benz E350 2.0 W213 (ปี 16-23) e Exclusive Se...","-วารันตรี แบต Hybrid ถึง 06/2028 หรือเลขไมล์ 150000 km (รถยนต์เชคศูนย์ทุกระยะตั้งแต่ต้นจนถ ...","109728 กม.","กรุงเทพมหานคร","599,000 บาท","Mercedes-Benz E350","มือสอง","เกียร์อัตโนมัติ"
"1786480392-66","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2004 Chevrolet OPTRA 1.6 (ปี 03-07) Sedan","available only up to 30 July - Accident Free Tire in Good Condition LPG and gasoline. LPG ...","180000 กม.","ภูเก็ต","29,000 บาท","","มือสอง","เกียร์ธรรมดา"
"1786480392-67","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2013 Honda CIVIC 1.8 FB (ปี 12-16) E Sedan - AT","🚗 ขายรถบ้าน สภาพป้ายแดง Civic FB 1.8 E (รุ่นท็อป) ไมล์แท้แค่ 7 หมื่นกิโล! 🚗 ...","70 - 75K กม.","นนทบุรี","250,000 บาท","Honda CIVIC","มือสอง","เกียร์อัตโนมัติ"
"1786480392-68","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2022 Suzuki SWIFT 1.2 (ปี 18-25) GLX Hatchback","SUZUKI SWIFT 1.2 GLX AUTO ปี 2022 ♨️ ผ่อน 6,xxx บาท - มือเดียวตัว TOP สุด พร้อม Push ...","20 - 25K กม.","กรุงเทพมหานคร","329,000 บาท","Suzuki SWIFT","มือสอง","เกียร์อัตโนมัติ"
"1786480392-69","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2015 BMW 528i 2.0 F10 (ปี 10-16) Luxury Sedan - AT","เจ้าของขายเอง,รถมือเดียว,สภาพรถดี,สภาพยางดีเปลี่ยน 4 เส้นล่าสุด พ.ค.2568","120 - 125K กม.","กรุงเทพมหานคร","530,000 บาท","","มือสอง","เกียร์อัตโนมัติ"
"1786480392-70","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2018 Suzuki SWIFT 1.2 (ปี 18-25) GLX Hatchback - AT","Low Mileage Tire in Good Condition Excellent Condition Suzuki SWIFT GLX 1.2L CVT, 2018, ...","30000 กม.","ชลบุรี","280,000 บาท","Suzuki SWIFT","มือสอง","เกียร์อัตโนมัติ"
"1786480392-71","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2020 Mazda CX-8 2.5 (ปี 19-26) SP SUV - AT","Low Mileage Excellent Condition Accident Free Excellent Service Record Just Complete ...","8600 กม.","กรุงเทพมหานคร","900,000 บาท","","มือสอง","เกียร์อัตโนมัติ"
"1786480392-72","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2019 BMW X1 2.0 F48 (ปี 16-20) sDrive20d M Sport SUV","#ไม่เคยชน #ไม่เคยทำสี #สีเดิมทั้งคัน #ไม่เคยจมน้ำ #เข้าบริการศูนย์บีเอ็มตลอด ...","110150 กม.","กรุงเทพมหานคร","750,000 บาท","BMW X1","มือสอง","เกียร์อัตโนมัติ"
"1786480392-73","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2018 BMW 320d 2.0 F30 (ปี 11-16) Sedan","รถปลายปี 2018 เจ้าของซื้อป้ายแดง ใช้มือเดียว (แม่บ้าน) เข้าศูนย์ตลอด สภาพยอดเยี่ยม ...","184000 กม.","กรุงเทพมหานคร","599,000 บาท","BMW 320d","มือสอง","เกียร์อัตโนมัติ"
"1786480392-74","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=54&page_size=50","2013 Toyota FORTUNER 3.0 (ปี 12-15) TRD Sportivo SUV - 4WD...","ขายรถแต่งแล้ว 650,000 บาท Fortuner TRD 2013 ทะเบียน 2กล6143 ผลรวม 23 ดีมาก ยอดเสน่ห์ ...","125 - 130K กม.","กรุงเทพมหานคร","650,000 บาท","Toyota FORTUNER","มือสอง","เกียร์อัตโนมัติ"
